Parcel_No,Draw_Acres,Deed_Acres,Realkey,Ownkey,house_no,street_nam,full_add,curr_val,valchgdate,qPub_Link
M05 053,0.102893,0,3190,9075,843,BELT AVENUE,843 BELT AVENUE,21786,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+053
M05 054,0.0466104,0,3191,9076,0,BELT AVENUE,0 BELT AVENUE,1515,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+054
M05 055,0.131186,0,3192,9077,902,BELT AVENUE,902 BELT AVENUE,11446,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+055
M05 056,0.0604011,0.13,3193,15373,827,BELT AVENUE,827 BELT AVENUE,17210,10/10/2012,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+056
M05 057,0.875331,0.8,3194,8072,112,S MASONIC STREET,112 S MASONIC STREET,100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+057
M05 058,0.137263,0,3195,16192,0,DAVIS STREET,0 DAVIS STREET,17231,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+058
M05 059,0.191448,0,3196,9081,832,DAVIS STREET,832 DAVIS STREET,17508,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+059
M05 061,0.19044,0,3197,9082,842,DAVIS STREET,842 DAVIS STREET,8779,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+061
M05 062,0.356732,0,3198,9083,0,BELT AVENUE,0 BELT AVENUE,1036,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+062
M05 062A,0.0632124,0,3199,8072,0,BELT AVENUE,0 BELT AVENUE,100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+062A
M05 063,1.78726,0,3200,9085,901,BELT AVENUE,901 BELT AVENUE,30967,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+063
M05 063A,0.133458,0,3201,9086,115,MURRAY LANE,115 MURRAY LANE,14882,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+063A
M05 064,0.11601,0,3202,16478,905,BELT AVENUE,905 BELT AVENUE,23512,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+064
M05 065,0.148888,0,3203,9088,923,BELT AVENUE,923 BELT AVENUE,13234,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+065
M05 066,0.142018,0,3204,16404,107,MURRAY/THORNE LANE,107 MURRAY/THORNE LANE,18924,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+066
M05 067,1.63453,1.72,3205,14392,0,BELT AVENUE,0 BELT AVENUE,89039,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+067
M05 073BB01,0.0217343,0,3206,9091,0,DAVIS STREET,0 DAVIS STREET,4998,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+073BB01
M05 073CB01,0.0364032,0,3207,9092,0,DAVIS STREET,0 DAVIS STREET,6846,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+073CB01
M05 073DB01,0.0310655,0,3208,9093,0,DAVIS STREET,0 DAVIS STREET,10829,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+073DB01
M05 074,0.165121,0,3209,9094,354,REEVES STREET,354 REEVES STREET,7901,2/25/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+074
M05 100,4.94712,0,3210,9095,0,PINE STREET,0 PINE STREET,12360,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+100
M05 101,0.334112,0,3211,9096,1162,PINE AVENUE,1162 PINE AVENUE,41731,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+101
M05 102,0.255732,0,3212,15728,119,BOB'S DRIVE,119 BOB'S DRIVE,40389,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+102
M05 103,0.273979,0,3213,9098,129,BOB'S DRIVE,129 BOB'S DRIVE,43146,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+103
M05 104,0.292252,0,3214,9099,135,BOB'S DRIVE,135 BOB'S DRIVE,36796,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+104
M05 105,0.310512,0,3215,9100,0,BOB'S DRIVE,0 BOB'S DRIVE,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+105
M05 106,0.256011,0,3216,9101,0,BOB'S DRIVE,0 BOB'S DRIVE,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+106
M05 107,0.263624,0,3217,9102,136,BOB'S DRIVE,136 BOB'S DRIVE,50384,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+107
M05 108,0.271237,0,3218,9103,130,BOB'S DRIVE,130 BOB'S DRIVE,35376,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+108
M05 109,0.295054,0,3219,9104,0,BOB'S STREET,0 BOB'S STREET,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+109
M05 110,0.265,0,3220,9105,1206,PINE STREET,1206 PINE STREET,38057,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+110
M05 111,0.263649,0,3221,9106,1214,PINE STREET,1214 PINE STREET,37462,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+111
M05 112,0.279048,0,3222,9107,1222,PINE STREET,1222 PINE STREET,36012,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+112
M05 113,0.292782,0,3223,9108,1234,PINE AVENUE,1234 PINE AVENUE,35800,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+113
M05 114,0.260638,0,3224,9109,1238,PINE STREET,1238 PINE STREET,44388,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+114
M05 114A,0.244926,0,3225,9110,0,PINE STREET,0 PINE STREET,600,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+114A
M05 115,0.277289,0,3226,16190,1246,PINE STREET,1246 PINE STREET,48120,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+115
M05 116,0.270509,0,3227,9104,0,PINE STREET,0 PINE STREET,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+116
M05 117,0.254538,0,3228,9104,0,PINE STREET,0 PINE STREET,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+117
M05 118,0.112997,0.15,5561,11446,216,S MASONIC STREET,216 S MASONIC STREET,4446,6/17/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M05+118
M06 004,0.462381,0,3229,14466,0,GRIMM AVENUE,0 GRIMM AVENUE,3600,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+004
M06 005,0.471123,0,3230,14467,0,GRIMM AVENUE,0 GRIMM AVENUE,3600,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+005
M06 006,0.720434,0,3231,14468,0,GRIMM AVENUE,0 GRIMM AVENUE,3600,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+006
M06 007,1.45144,1.25,3232,9117,1139,GRIMM AVENUE,1139 GRIMM AVENUE,104094,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+007
M06 010,1.11894,1.14,3233,9118,1115,GRIMM AVENUE,1115 GRIMM AVENUE,115264,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+010
M06 012,0.474651,0,3234,16559,1087,GRIMM AVENUE,1087 GRIMM AVENUE,82482,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+012
M06 013,0.474424,0,3235,16559,0,GRIMM AVENUE,0 GRIMM AVENUE,9709,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+013
M06 014,0.472593,0,3236,14490,1069,GRIMM AVENUE,1069 GRIMM AVENUE,143874,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+014
M06 015,0.480007,0,3237,14491,0,GRIMM AVENUE,0 GRIMM AVENUE,3600,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+015
M06 016,0.727097,0,3238,16048,1045,GRIMM AVENUE,1045 GRIMM AVENUE,119059,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+016
M06 018,0.723497,0,3239,9124,1033,GRIMM AVENUE,1033 GRIMM AVENUE,145458,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+018
M06 019,0.476582,0,3240,9125,1005,GRIMM AVENUE,1005 GRIMM AVENUE,168604,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+019
M06 020,0.463823,0,3241,9125,0,GRIMM AVENUE,0 GRIMM AVENUE,4500,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+020
M06 021,0.85756,0,3242,9125,0,GRIMM AVENUE,0 GRIMM AVENUE,4500,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+021
M06 022,0.70263,0,3243,9125,0,GRIMM AVENUE,0 GRIMM AVENUE,4500,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+022
M06 023,0.636084,0,3244,9129,967,GRIMM AVENUE,967 GRIMM AVENUE,87266,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+023
M06 024,0.573305,0,3245,9130,0,GRIMM AVENUE,0 GRIMM AVENUE,5700,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+024
M06 025,1.68007,1.45,3246,16295,943,GRIMM AVENUE,943 GRIMM AVENUE,113130,8/19/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+025
M06 028,0.443221,0.45,3247,9132,923,GRIMM AVENUE,923 GRIMM AVENUE,89538,8/19/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+028
M06 029,0.458355,0.56,3248,9132,0,GRIMM AVENUE,0 GRIMM AVENUE,5700,8/19/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+029
M06 030,0.601669,0,3249,9134,986,GRIMM AVENUE,986 GRIMM AVENUE,90988,8/19/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+030
M06 031,0.38285,0,3250,14801,0,GRIMM AVENUE,0 GRIMM AVENUE,4080,8/19/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+031
M06 032,0.562859,0,3251,9136,960,GRIMM AVENUE,960 GRIMM AVENUE,96641,8/19/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+032
M06 033,1.0768,1.15,3252,14802,932,GRIMM AVENUE,932 GRIMM AVENUE,125030,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+033
M06 035,0.581074,0,3254,16049,815,FRANKLIN PLACE,815 FRANKLIN PLACE,105722,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+035
M06 036,0.609299,0,3255,16050,0,FRANKLYN PLACE,0 FRANKLYN PLACE,5700,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+036
M06 037,0.538433,0,3256,9141,831,FRANKLYN PLACE,831 FRANKLYN PLACE,85002,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+037
M06 038,0.605397,0,3257,9142,913,PROGRESS PLACE,913 PROGRESS PLACE,89923,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+038
M06 039,0.608495,0,3258,9143,927,PROGRESS PLACE,927 PROGRESS PLACE,96652,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+039
M06 040,0.375842,0,3259,9144,0,PROGRESS PLACE,0 PROGRESS PLACE,3600,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+040
M06 040A,0.255957,0,3260,9145,0,PROGRESS PLACE,0 PROGRESS PLACE,2460,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+040A
M06 041,0.816815,0,3261,9146,943,PROGRESS PLACE,943 PROGRESS PLACE,86008,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+041
M06 042,1.9417,1.79,3262,9147,959,PROGRESS PLACE,959 PROGRESS PLACE,146102,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+042
M06 045,0.721073,0,3263,14878,935,ODOM STREET,935 ODOM STREET,127131,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+045
M06 046,0.413985,0,3264,14879,0,GRIMM AVENUE,0 GRIMM AVENUE,5100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+046
M06 047,0.452141,0,3265,9150,1048,GRIMM AVENUE,1048 GRIMM AVENUE,80015,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+047
M06 048,0.467252,0,3266,9151,1060,GRIMM AVENUE,1060 GRIMM AVENUE,80414,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+048
M06 049,0.481284,0,3267,9152,1076,GRIMM AVENUE,1076 GRIMM AVENUE,85624,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+049
M06 050,0.469518,0,3268,9153,0,GRIMM AVENUE,0 GRIMM AVENUE,5700,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+050
M06 051,0.229463,0,3269,9154,0,GRIMM AVENUE,0 GRIMM AVENUE,3000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+051
M06 052,0.698327,0,3270,9155,0,GRIMM AVENUE,0 GRIMM AVENUE,1,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+052
M06 053,0.469406,0,3271,9156,1122,GRIMM AVENUE,1122 GRIMM AVENUE,98272,2/9/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+053
M06 054,0.502167,0,3272,9157,1132,GRIMM AVENUE,1132 GRIMM AVENUE,82875,2/9/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+054
M06 055,0.561902,0,3273,9158,1150,GRIMM AVENUE,1150 GRIMM AVENUE,141447,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+055
M06 056,0.396203,0,3274,9159,0,GRIMM AVENUE,0 GRIMM AVENUE,5700,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+056
M06 057,0.495605,0,3275,15585,1172,GRIMM AVENUE,1172 GRIMM AVENUE,84183,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+057
M06 058,0.474153,0,3276,15585,0,N MASONIC STREET,0 N MASONIC STREET,3600,7/15/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+058
M06 060,0.536281,0,3277,9162,0,MAROLYN CIRCLE,0 MAROLYN CIRCLE,6000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+060
M06 061,0.491992,0.48,3278,9163,1023,MAROLYN CIRCLE,1023 MAROLYN CIRCLE,94578,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+061
M06 062,0.49966,0.51,3279,9164,0,ODOM STREET,0 ODOM STREET,5100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+062
M06 063,0.523499,0.53,3280,9165,0,ODOM STREET,0 ODOM STREET,5100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+063
M06 064,0.553811,0,3281,9166,0,ODOM STREET,0 ODOM STREET,3600,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+064
M06 065,0.5576,0,3282,9167,975,ODOM STREET,975 ODOM STREET,161958,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+065
M06 066,0.504524,0,3283,9150,0,ODOM STREET,0 ODOM STREET,5700,5/23/2002,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+066
M06 067,0.42141,0,3284,14880,0,ODOM STREET,0 ODOM STREET,5100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+067
M06 068,1.31196,0,3285,9166,960,PROGRESS PLACE,960 PROGRESS PLACE,14200,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+068
M06 069,0.836323,0,3286,9171,948,PROGRESS PLACE,948 PROGRESS PLACE,90889,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+069
M06 070A,0.228484,0,3287,9172,0,PROGRESS PLACE,0 PROGRESS PLACE,1500,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+070A
M06 071,0.45992,0,3288,9172,932,PROGRESS PLACE,932 PROGRESS PLACE,130110,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+071
M06 072,1.56623,0,3289,9174,914,PROGRESS PLACE,914 PROGRESS PLACE,116806,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+072
M06 074,1.94547,0,3290,9175,882,PROGRESS PLACE,882 PROGRESS PLACE,110328,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+074
M06 076,0.479054,0,3291,14386,864,PROGRESS PLACE,864 PROGRESS PLACE,91085,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+076
M06 077,0.49716,0,3292,14387,0,PROGRESS PLACE,0 PROGRESS PLACE,5700,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+077
M06 078,0.513424,0.57,3293,9178,834,PROGRESS PLACE,834 PROGRESS PLACE,124360,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+078
M06 079,0.60679,0.73,3294,9178,0,PROGRESS PLACE,0 PROGRESS PLACE,4080,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+079
M06 080,0.438832,0,3295,9180,0,HWY 23 NORTH,0 HWY 23 NORTH,1800,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+080
M06 081,0.456348,0,3296,9181,0,HWY 23 NORTH,0 HWY 23 NORTH,1800,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+081
M06 082,0.506689,0,3297,9182,0,HWY 23,0 HWY 23,1800,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+082
M06 083,0.421991,0,3298,9183,0,HWY 23,0 HWY 23,1800,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+083
M06 084,0.443176,0,3299,9184,0,MAROLYN CIRCLE,0 MAROLYN CIRCLE,1800,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+084
M06 085,0.170388,0.12,3300,9178,0,MAROLYN CIRCLE,0 MAROLYN CIRCLE,1800,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+085
M06 085A,0.67766,0,6288,15964,927,MAROLYN CIRCLE,927 MAROLYN CIRCLE,92440,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+085A
M06 089,0.882358,0,3301,9186,957,MAROLYN CIRCLE,957 MAROLYN CIRCLE,102160,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+089
M06 090,0.448656,0,3302,14214,967,MAROLYN CIRCLE,967 MAROLYN CIRCLE,61354,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+090
M06 094,3.74128,3.63,3303,15312,929,N MASONIC STREET,929 N MASONIC STREET,177455,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+094
M06 097,0.46261,0,3304,9189,959,N MASONIC STREET,959 N MASONIC STREET,65460,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+097
M06 098,0.419885,0,3305,9190,973,N MASONIC STREET,973 N MASONIC STREET,110202,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+098
M06 099,0.45328,0,3306,9191,0,N MASONIC STREET,0 N MASONIC STREET,8200,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+099
M06 100,0.506639,0,3307,9192,995,N MASONIC STREET,995 N MASONIC STREET,84118,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+100
M06 101,0.443427,0,3308,9193,1036,MAROLYN CIRCLE,1036 MAROLYN CIRCLE,94445,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+101
M06 103,1.50808,0,3310,9195,1002,MAROLYN CIRCLE,1002 MAROLYN CIRCLE,121304,5/12/2011,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06+103
M06A001,1.13957,1.15,3312,9197,0,SARDIS HWY,0 SARDIS HWY,5750,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A001
M06A002,1.04725,0.96,3313,16559,0,PLANTATION WAY,0 PLANTATION WAY,4800,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A002
M06A003,1.04263,0.96,3314,16559,0,PLANTATION WAY,0 PLANTATION WAY,4800,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A003
M06A004,0.834285,0.88,3315,9200,0,PLANTATION WAY,0 PLANTATION WAY,4180,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A004
M06A005,1.15857,1.25,3316,9201,0,PLANTATION WAY,0 PLANTATION WAY,5938,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A005
M06A006,1.00395,1.06,3317,14669,0,PLANTATION WAY,0 PLANTATION WAY,5300,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A006
M06A007,1.43235,1.37,3318,13276,0,PLANTATION WAY,0 PLANTATION WAY,6850,11/17/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A007
M06A009,1.08616,1.03,3319,14670,0,PLANTATION WAY,0 PLANTATION WAY,4893,11/17/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A009
M06A010,0.860111,0.91,3320,16559,0,PLANTATION WAY,0 PLANTATION WAY,4550,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A010
M06A011,0.865908,0.91,3321,9206,0,PLANTATION WAY,0 PLANTATION WAY,4550,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A011
M06A012,0.64126,0.69,3322,9207,0,PLANTATION WAY,0 PLANTATION WAY,3450,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A012
M06A013,0.60083,0.7,3323,9208,0,PLANTATION WAY,0 PLANTATION WAY,3500,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A013
M06A014,1.14497,1.09,3324,9209,0,PLANTATION WAY,0 PLANTATION WAY,5450,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A014
M06A014A,0.106939,0.12,3325,9210,0,PLANTATION WAY,0 PLANTATION WAY,600,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A014A
M06A015,1.16679,1,3326,9211,828,PINETREE DRIVE,828 PINETREE DRIVE,178092,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A015
M06A016,0.931374,1,3327,9212,0,PLANTATION WAY,0 PLANTATION WAY,5000,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A016
M06A017,1.00255,1,3328,13088,0,PLANTATION WAY,0 PLANTATION WAY,5000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A017
M06A018,0.977627,1,3329,13088,953,PLANTATION WAY,953 PLANTATION WAY,241740,1/2/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A018
M06A019,0.993711,1,3330,16559,0,PLANTATION WAY,0 PLANTATION WAY,5000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A019
M06A020,1.00084,1,3331,9216,0,PLANTATION WAY,0 PLANTATION WAY,5000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A020
M06A021,1.00201,1,3332,9217,0,PLANTATION WAY,0 PLANTATION WAY,5000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A021
M06A022,1.00965,1,3333,9218,0,PLANTATION WAY,0 PLANTATION WAY,5000,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A022
M06A023,0.99073,1,3334,9219,0,PLANTATION WAY,0 PLANTATION WAY,5000,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A023
M06A024,0.991537,1,3335,9220,1045,PLANTATION WAY,1045 PLANTATION WAY,89327,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A024
M06A025,0.982172,1,3336,7970,0,PLANTATION WAY,0 PLANTATION WAY,5000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A025
M06A026,0.992126,1,3337,7970,0,PLANTATION WAY,0 PLANTATION WAY,5000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M06A026
